gene_accession,SRR4425689,SRR4425688,SRR4425691,SRR4425695,SRR4425683,SRR4425690,SRR4425694,SRR4425656,SRR4425684,SRR4425696,SRR4425681,SRR4425685,SRR4425692,SRR4425687,SRR4425686,SRR4425682
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,0,0,0,159.0,471.0,27.0,0,0,710.0,190.0,189.0,363.0,0,0,1156.0,289.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,15.0,0,0,0,0,27.0,0,0,0
MEG_6611|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,35.0,0,0,27.0,0,0,0,0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,0,0,0,0,197.0,0,0,0,109.0,123.0,95.0,41.0,0,0,485.0,135.0
MEG_2858|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,288.0,432.0,0,481.0,1477.0,1139.0,0,0,2015.0,1217.0,1132.0,2051.0,0,1311.0,2404.0,1515.0
MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,1146.0,260.0,0,0,0,307.0,2360.0,2784.0,450.0,0,0,870.0,3172.0
MEG_4107|Drugs|MLS|23S_rRNA_methyltransferases|MYRA,0,0,0,10.0,79.0,0,0,0,419.0,19.0,29.0,570.0,0,0,117.0,37.0
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,16.0,13.0,0,1003.0,316.0,182.0,0,0,49.0,2482.0,2464.0,104.0,0,38.0,284.0,2850.0
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,1109.0,1506.0,0,1458.0,2965.0,4041.0,0,0,2188.0,4511.0,8808.0,2492.0,0,5779.0,6985.0,8541.0
MEG_3860|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,20.0,0,0,0,29.0,25.0,0,0,0,0,45.0,0,0,0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,0,0,0,106.0,279.0,0,0,0,287.0,82.0,120.0,114.0,0,0,636.0,179.0
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,33.0,0,0,0,49.0,28.0,0,0,69.0,0,61.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,111.0,161.0,0,0,0,321.0,218.0,240.0,465.0,0,0,297.0,286.0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,0,0,0,0,0,0,0,0,93.0,34.0,32.0,35.0,0,0,150.0,42.0
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,140.0,169.0,0,474.0,380.0,525.0,0,0,142.0,1151.0,850.0,343.0,0,435.0,397.0,1199.0
MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0
MEG_6592|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,25.0,0,0,25.0,0,0,0,0
MEG_5254|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,0,0,0,90.0,154.0,0,0,0,186.0,99.0,97.0,76.0,0,0,477.0,143.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,0,0,5.0,0,0,0,5.0,7.0,0,0,0,0,8.0,0,0,0
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,102.0,109.0,0,339.0,484.0,368.0,0,0,139.0,851.0,554.0,437.0,0,384.0,534.0,797.0
MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR,0,28.0,0,433.0,0,114.0,0,0,0,1165.0,1118.0,0,0,160.0,0,1331.0
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,141.0,325.0,23.0,0,0,456.0,198.0,162.0,207.0,0,0,1069.0,260.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,0,0,0,0,267.0,0,0,0,102.0,164.0,122.0,76.0,0,0,607.0,143.0
MEG_6136|Drugs|Multi-drug_resistance|MDR_mutation|MRPOB|RequiresSNPConfirmation,0,0,0,0,403.0,0,0,0,684.0,0,0,730.0,0,0,744.0,0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,0,0,0,24.0,87.0,0,0,0,95.0,67.0,62.0,59.0,0,0,270.0,83.0
MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,0,0,0,0,27.0,0,0,0,0,9.0,0,0,0,0,0,0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,0,0,0,212.0,299.0,32.0,0,0,501.0,233.0,225.0,201.0,0,18.0,986.0,354.0
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,0,0,0,123.0,210.0,32.0,0,0,238.0,193.0,175.0,122.0,0,0,834.0,223.0
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,0,0,0,0,856.0,0,0,0,856.0,0,0,1048.0,0,0,1479.0,0
MEG_7057|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,0,0,0,62.0,1346.0,0,0,0,3006.0,105.0,121.0,2302.0,0,0,2007.0,342.0
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,0,0,0,27.0,33.0,0,0,0,27.0,51.0,19.0,0,0,0,229.0,36.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0,0,59.0,0,38.0,0,177.0,192.0,27.0,0,0,46.0,138.0,0,19.0,0
MEG_6598|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_2854|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,15.0,0,0,0,15.0,0,0,0,0,0,42.0,8.0
MEG_4417|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0
MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.0,0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,31.0,104.0,0,0,0,0,0,0,0,0,0,230.0,0
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0,0,0,0,219.0,166.0,0,0,0,54.0,51.0,105.0,0,71.0,147.0,149.0
MEG_7144|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,176.0,0,0,0,62.0,0,59.0,169.0,0,0,608.0,212.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,0,0,0,64.0,139.0,0,0,0,158.0,97.0,69.0,77.0,0,0,401.0,99.0
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,183.0,166.0,0,523.0,634.0,675.0,0,0,63.0,1152.0,998.0,199.0,0,621.0,339.0,1192.0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,0,15.0,0,50.0,123.0,11.0,0,0,195.0,71.0,75.0,72.0,0,0,391.0,123.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,1196.0,0,0,0,0,0,1986.0,1717.0,0,0,0,0,3047.0
MEG_7092|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0
MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,0,0,0,0,381.0,0,0,0,501.0,0,0,666.0,0,0,865.0,0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,0,0,0,0,0,0,0,10.0,24.0,0,0,0,0,26.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0
MEG_2836|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0,0,0,40.0,140.0,31.0,78.0,0,0,196.0,279.0,105.0,0,0,0,262.0
MEG_3861|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,0,0,0,13.0,0,0,0,0,0,11.0,0,0,0
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0
MEG_8251|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,1026.0,0,0,0,2510.0,2399.0,0,0,0,0,2950.0,0,0,0
MEG_1005|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0
MEG_7208|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,0,0,480.0,0,0,0,0,0,761.0,977.0,0,0,0,0,1012.0
MEG_1785|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,0,0,0,0,0,26.0,0,0,0,0,0,0,0,50.0,0,0
MEG_8651|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,0,14.0,0,100.0,207.0,11.0,0,0,316.0,121.0,83.0,106.0,0,0,651.0,169.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,0,0,65.0,176.0,0,0,0,182.0,102.0,99.0,92.0,0,0,436.0,123.0
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,3245.0,0,0,0,5496.0,0,0,5636.0,853.0,0,2764.0,0
MEG_7120|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,99.0,0,0,0,0,0,58.0,95.0,0,0,324.0,166.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,0,0,0,60.0,152.0,9.0,0,0,214.0,90.0,106.0,76.0,0,0,435.0,178.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,22.0,71.0,0,0,0,102.0,0,20.0,35.0,0,0,127.0,24.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,0,0,0,62.0,128.0,14.0,0,0,158.0,60.0,68.0,73.0,0,0,355.0,96.0
MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,21.0,0,0,28.0,0,0,9.0,0
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,0,0,0,150.0,405.0,32.0,0,0,435.0,192.0,181.0,159.0,0,0,1123.0,262.0
MEG_7173|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,71.0,67.0,0,361.0,183.0,178.0,0,0,106.0,820.0,810.0,327.0,0,179.0,327.0,907.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,0,0,0,87.0,171.0,0,0,0,209.0,76.0,69.0,68.0,0,0,481.0,123.0
MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,157.0,0,0,0,69.0,47.0,57.0,154.0,0,0,552.0,284.0
MEG_2964|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,16.0,0,20.0,0,31.0,0,0,26.0,0,0,0,0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,0,0,28.0,0,0,0,57.0,49.0,0,0,0,0,61.0,0,0,0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,0,0,0,75.0,147.0,18.0,0,0,222.0,84.0,115.0,103.0,0,0,575.0,151.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0,0,0,199.0,412.0,22.0,0,0,480.0,214.0,216.0,183.0,0,0,1115.0,333.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,3756.0,4172.0,1515.0,5835.0,12079.0,10454.0,2939.0,3484.0,12263.0,14358.0,14509.0,13630.0,3164.0,13169.0,19715.0,17577.0
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,0,0,0,0,0,68.0,0,898.0,107.0,0,0,40.0,1027.0
MEG_6584|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,13.0,0,0,22.0,0,0,11.0,0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,0,8.0,0,73.0,112.0,0,0,0,162.0,69.0,55.0,51.0,0,0,353.0,110.0
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,1988.0,1205.0,2811.0,0,4761.0,2836.0,2604.0,0,6214.0,7554.0,0,3288.0,5772.0,0,8668.0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,0,0,0,143.0,542.0,68.0,0,0,401.0,542.0,354.0,248.0,0,0,2290.0,836.0
MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,0,0,31.0,0,0,0,0,0,34.0,0,0,0
MEG_7037|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,0,0,0,222.0,389.0,0,0,0,661.0,303.0,247.0,245.0,0,0,1341.0,380.0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,116.0,0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,36.0,68.0,0,0,0,0,37.0,28.0,0,0,0,275.0,37.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0,0,0,69.0,57.0,0,0,0,37.0,60.0,87.0,45.0,0,0,497.0,41.0
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,796.0,1000.0,111.0,1029.0,1544.0,2741.0,273.0,337.0,482.0,3548.0,6944.0,532.0,251.0,4005.0,4109.0,7194.0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,0,0,0,0,72.0,0,0,0,60.0,0,0,74.0,0,0,37.0,0
MEG_7031|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,135.0,0,0,0,0,411.0,0,0,156.0,0,322.0
MEG_5851|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,0,0,0,0,0,0,0,3.0,0,0,0,0,10.0,0,0,0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,0,0,0,75.0,190.0,20.0,0,0,267.0,102.0,100.0,74.0,0,0,630.0,171.0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,0,175.0,0,0,0,0,0,0,0,0,0,834.0,0
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0,0,0,0,302.0,0,0,0,320.0,0,0,303.0,0,0,395.0,0
MEG_7089|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,0,0,0,0,175.0,0,0,0,109.0,0,0,224.0,0,0,213.0,0
MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,345.0,0,0,0,539.0,0,0,620.0,0,0,538.0,0
MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,0,0,0,0,55.0,0,0,0,323.0,0,0,457.0,0,0,123.0,41.0
MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,370.0,0,0,0,0,0,0,648.0,0,0,679.0,0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0,0,0,0,2177.0,0,0,0,3110.0,976.0,0,3494.0,0,0,4159.0,1479.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,9.0,0,0,0,13.0,0,0,0,0,0,39.0,0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,1976.0,0,0,4272.0,4992.0,5042.0,0,0,0,0,5527.0,0,0,0
MEG_368|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,63.0,85.0,0,0,0,0,201.0,177.0,42.0,0,0,47.0,577.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,73.0,0
MEG_4765|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0
MEG_316|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,89.0,0,0,0,97.0,0,0,132.0,0,0,99.0,0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,20.0,16.0
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,3160.0,31.0,0,0,14140.0,0,0,13482.0,0,57.0,5273.0,0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,14.0,0,0,0,40.0,0,0,24.0,0,0,0,0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,39.0,0,0,0,51.0,26.0,0,0,112.0,0,74.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,25.0,0,0,0,0,0,34.0,0,0,0,0,0,150.0
MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,225.0,269.0,0,1101.0,0,913.0,0,0,0,3079.0,2598.0,0,0,690.0,0,2945.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,0,0,0,377.0,754.0,0,0,0,823.0,432.0,355.0,358.0,0,0,2164.0,488.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1410.0,2542.0,533.0,1729.0,4129.0,5049.0,1163.0,1286.0,5981.0,4138.0,5083.0,6420.0,1120.0,5665.0,7693.0,6396.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,362.0,367.0,0,577.0,3310.0,1049.0,93.0,0,4647.0,1325.0,1364.0,5041.0,0,1498.0,7045.0,1785.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,0,3.0,0,28.0,67.0,12.0,0,0,109.0,40.0,43.0,40.0,0,0,252.0,72.0
MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,175.0,0,0,0,0,146.0,0,0,0,0,0,0
MEG_57|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,17.0,0,0,0,74.0,0,0,28.0,0,0,73.0,0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,0,0,0,0,0,0,8.0,0,0,0,0,0,14.0,0,0,0
MEG_6072|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_51|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,19.0,0,0,0,22.0,0,0,15.0,0,0,7.0,0
MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,168.0,0,0,200.0,0,0,233.0,0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,13858.0,18698.0,3774.0,19781.0,82588.0,49026.0,8328.0,9634.0,123611.0,45615.0,52422.0,138068.0,9124.0,58817.0,169795.0,57169.0
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,1718.0,273.0,0,0,0,349.0,3063.0,3642.0,495.0,0,0,944.0,4144.0
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,632.0,561.0,0,1049.0,565.0,1942.0,0,0,149.0,3824.0,4857.0,258.0,0,2135.0,483.0,4203.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,56.0,69.0,0,0,0,91.0,34.0,29.0,29.0,0,0,201.0,45.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,0,0,0,19.0,64.0,0,0,0,71.0,35.0,29.0,22.0,0,0,160.0,67.0
MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,5315.0,0,946.0,1075.0,9836.0,0,0,10092.0,972.0,0,4922.0,0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,19.0,0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,0,23.0,0,113.0,335.0,0,0,0,380.0,147.0,152.0,119.0,0,0,812.0,191.0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,79.0,169.0,0,0,0,136.0,126.0,85.0,73.0,0,0,528.0,143.0
MEG_5846|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0,0,80.0,0,0,0,54.0,0,0,78.0,0,0,82.0,7.0
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,1306.0,1703.0,0,4361.0,109.0,4676.0,18.0,0,0,10516.0,8491.0,30.0,25.0,3840.0,139.0,9882.0
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,0,0,0,73.0,168.0,0,0,0,202.0,91.0,62.0,62.0,0,0,448.0,142.0
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,0,315.0,0,0,0,0,0,0,0,0,0,0,0,875.0,0,0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0
MEG_4075|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRE,0,0,22.0,0,0,0,52.0,52.0,0,0,0,0,62.0,0,0,0
MEG_2857|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,15.0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,8.0,0,0,113.0,206.0,0,0,0,281.0,121.0,93.0,113.0,0,0,557.0,170.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,0,0,0,0,0,0,0,0,20.0,22.0,0,0,53.0,0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,12.0,0,0,0,21.0,0,0,0,0,0,37.0,11.0
MEG_2798|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,0,0,0,0,0,160.0,0,0,128.0,0,0,29.0,0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,52.0,110.0,0,134.0,58.0,261.0,0,0,0,483.0,488.0,0,0,236.0,109.0,564.0
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,2241.0,12.0,0,0,6923.0,21.0,17.0,7589.0,0,32.0,1748.0,64.0
MEG_7191|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,13.0,48.0,0,0,0,324.0,0,14.0,455.0,0,0,98.0,41.0
