gene_accession,SRR4425689,SRR4425688,SRR4425691,SRR4425695,SRR4425683,SRR4425690,SRR4425694,SRR4425684,SRR4425656,SRR4425696,SRR4425681,SRR4425685,SRR4425692,SRR4425687,SRR4425686,SRR4425682
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,1256.0,0,0,1730.0,0,0,0,1776.0,0,0,1162.0,0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,24.0,0,0,0,20.0,0,0,0,0
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0,0,0,0,12.0,0,0,70.0,0,0,0,93.0,0,19.0,23.0,0
MEG_7631|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,0,0,0,0,14.0,0,0,83.0,0,0,0,184.0,0,0,47.0,0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,0,0,0,26.0,72.0,8.0,0,99.0,0,31.0,32.0,36.0,0,0,180.0,66.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0,0,0,0,265.0,0,0,230.0,0,0,0,299.0,0,0,374.0,0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,220.0,0,0,0,0,0,0,0,0,0,0,0
MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,108.0,0,0,135.0,0,0,0,174.0,0,0,164.0,0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,0,0,0,19.0,0,0,0,45.0,0,29.0,25.0,17.0,0,0,109.0,37.0
MEG_2574|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,0,0,0,0,0,0,0,30.0,0,0,0,27.0,0,0,0,0
MEG_8145|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,0
MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,344.0,0,0,63.0,0,30.0,33.0,187.0,0,0,196.0,0
MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,140.0,0,0,0,0,110.0,0,0,0,0,0,0
MEG_7629|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,0,0,0,0,15.0,0,0,95.0,0,0,0,194.0,0,0,22.0,0
MEG_3073|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,0,0,0,0,73.0,0,0,52.0,0,0,0,72.0,0,0,145.0,0
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,152.0,0,0,107.0,0,0,0,270.0,0,0,494.0,0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,0,0,0,57.0,155.0,10.0,0,156.0,0,80.0,70.0,75.0,0,0,347.0,86.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,272.0,0,0,317.0,0,0,0,362.0,0,0,389.0,0
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,0,0,507.0,189.0,0,323.0,0,0,127.0,352.0,58.0,234.0,947.0,0
MEG_2817|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,66.0,0,0,73.0,0,0,0,114.0,0,0,0,0
MEG_6136|Drugs|Multi-drug_resistance|MDR_mutation|MRPOB|RequiresSNPConfirmation,0,0,0,0,283.0,0,0,307.0,0,0,0,397.0,0,0,441.0,0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,17.0,0,10.0,0,0,0,0,25.0,0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,0,12.0,0,148.0,163.0,13.0,0,271.0,0,129.0,117.0,125.0,0,8.0,473.0,163.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,0,0,0,0,0,0,0,70.0,0,0,0,38.0,0,0,156.0,43.0
MEG_7090|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,0,0,0,0,197.0,0,0,132.0,0,0,0,227.0,0,0,254.0,0
MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0
MEG_7206|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,0,0,111.0,0,0,0,0,0,262.0,281.0,0,0,0,0,314.0
MEG_7169|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,0,0,308.0,132.0,152.0,0,87.0,0,553.0,522.0,167.0,0,172.0,219.0,577.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,0,0,0,28.0,52.0,0,0,71.0,0,27.0,37.0,29.0,0,0,111.0,53.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0,0,0,54.0,48.0,0,0,28.0,0,44.0,64.0,30.0,0,0,284.0,34.0
MEG_2742|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,367.0,0,186.0,0,502.0,0,510.0,292.0,247.0,153.0,529.0,247.0,135.0,298.0
MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX,13.0,0,0,0,0,0,0,0,0,33.0,20.0,0,0,40.0,0,60.0
MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,165.0,200.0,0,185.0,117.0,482.0,0,0,0,669.0,634.0,0,0,497.0,113.0,619.0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,96.0,0,0,98.0,0,0,0,116.0,0,0,160.0,0
MEG_8688|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALB,0,0,0,0,94.0,0,0,44.0,0,0,0,68.0,0,0,58.0,0
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,34.0,0
MEG_6598|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,0,0,0,0,49.0,9.0,0,64.0,0,0,11.0,39.0,0,0,124.0,38.0
MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,133.0,312.0,0,9.0,455.0,0,281.0,313.0,551.0,0,0,407.0,364.0
MEG_7236|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,0,0,451.0,0,0,0,0,0,820.0,960.0,0,0,0,0,913.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,124.0,23.0
MEG_4216|Drugs|betalactams|Class_D_betalactamases|NPS,0,0,0,0,0,0,0,0,13.0,0,0,0,23.0,0,0,0
MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,130.0,110.0,0,400.0,398.0,434.0,0,279.0,0,854.0,710.0,646.0,0,440.0,667.0,877.0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,0,0,21.0,82.0,0,0,86.0,0,52.0,47.0,37.0,0,0,216.0,83.0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,0,0,0,62.0,127.0,0,0,170.0,0,68.0,61.0,52.0,0,0,301.0,86.0
MEG_1175|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,0,0,0,12.0,0,0,0,0,0,0,6.0,0,0,13.0,0
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,29.0,0,0,0,47.0,27.0,0,0,57.0,0,57.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,14.0,0,10.0,0,0,0,0,34.0,0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,740.0,907.0,0,539.0,211.0,1691.0,0,0,0,1082.0,944.0,0,0,1526.0,59.0,1649.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,0,0,0,124.0,271.0,0,0,286.0,0,131.0,135.0,129.0,0,0,679.0,243.0
MEG_2813|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,65.0,0,0,68.0,0,0,0,94.0,0,0,109.0,0
MEG_6601|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,20.0,0,0,0,19.0,0,0,0,0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0
MEG_2058|Metals|Copper_resistance|Copper_resistance_protein|COPG,0,0,0,0,0,0,14.0,0,10.0,0,0,0,18.0,0,0,0
MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR,0,24.0,0,103.0,0,85.0,0,0,0,208.0,215.0,0,0,140.0,0,226.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,72.0,129.0,0,0,137.0,0,90.0,56.0,78.0,0,0,392.0,118.0
MEG_5322|Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0,0
MEG_4046|Drugs|MLS|Macrolide_phosphotransferases|MPHH,0,0,0,0,86.0,0,0,129.0,0,0,0,126.0,0,0,46.0,0
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,151.0,463.0,0,0,547.0,0,205.0,271.0,609.0,0,0,468.0,279.0
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,502.0,318.0,0,243.0,98.0,950.0,0,0,0,618.0,538.0,0,0,1307.0,52.0,637.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,12.0,0,0,19.0,0,0,0,0,0,0,30.0,10.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,0,0,0,38.0,69.0,0,0,85.0,0,50.0,45.0,59.0,0,0,174.0,64.0
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,28.0,87.0,0,108.0,0,271.0,0,0,0,402.0,329.0,0,0,322.0,0,631.0
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,191.0,164.0,0,427.0,585.0,563.0,0,87.0,0,1013.0,829.0,177.0,0,593.0,307.0,987.0
MEG_368|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,49.0,67.0,0,0,0,0,147.0,135.0,38.0,0,0,41.0,365.0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,5.0,0,0,21.0,54.0,4.0,0,70.0,0,48.0,35.0,38.0,0,0,153.0,57.0
MEG_1278|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,0,0,72.0,0,0,96.0,0,0,0,27.0,0,0,110.0,0
MEG_8650|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACH,0,0,74.0,0,0,0,123.0,0,108.0,0,0,0,144.0,0,0,0
MEG_3601|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,0,63.0,108.0,0,0,126.0,0,141.0,66.0,191.0,0,0,133.0,40.0
MEG_7093|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,0,103.0,0,0,96.0,0,504.0,579.0,155.0,0,0,250.0,587.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,0,0,0,51.0,78.0,0,0,115.0,0,62.0,54.0,47.0,0,0,219.0,80.0
MEG_7122|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,71.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,0,3.0,0,21.0,32.0,4.0,0,56.0,0,30.0,30.0,21.0,0,4.0,90.0,34.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,12.0,0,0,0,19.0,0,0,0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0,0,0
MEG_1013|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,25.0,186.0,0,0,0,0,73.0,78.0,57.0,0,0,125.0,168.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,226.0,0,0,0,0,0,0,344.0,0,0,349.0,0
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,1099.0,243.0,0,0,313.0,0,1501.0,1571.0,405.0,0,0,708.0,1679.0
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,112.0,120.0,0,178.0,110.0,403.0,0,0,0,456.0,462.0,45.0,0,348.0,45.0,530.0
MEG_1038|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,309.0,107.0,73.0,0,0,0,541.0,552.0,0,0,0,113.0,565.0
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,0,0,0,0,44.0,29.0,0,153.0,0,0,31.0,195.0,0,0,81.0,0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,0,0,0,0,34.0,0,0,0,0,0,0,12.0,0,0,165.0,0
MEG_8148|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,480.0,0,447.0,0,0,0,564.0,0,0,0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,115.0
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,0,0,0,0,112.0,0,0,44.0,0,95.0,51.0,26.0,0,0,232.0,69.0
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,174.0,159.0,0,389.0,521.0,530.0,0,70.0,0,841.0,683.0,174.0,0,483.0,297.0,823.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0,0,10.0,0,0,12.0,0,0,0,0,0,0,15.0,0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,40.0,0,0,0,0,36.0,0,0,0,52.0,23.0,0,0,75.0,0,72.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,0,0,0,35.0,39.0,8.0,0,64.0,0,32.0,26.0,31.0,0,0,145.0,63.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,0,0,0,0,0,0,0,15.0,17.0,17.0,0,0,46.0,0
MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,677.0,848.0,0,473.0,1106.0,1707.0,0,468.0,0,1242.0,2211.0,471.0,0,2286.0,2326.0,2432.0
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,81.0,0,0,0,99.0,0,0,121.0,0
MEG_3891|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,14.0,0,0,0,35.0,0,23.0,0,0,0,40.0,0,0,0
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,0,0,0,22.0,58.0,0,0,31.0,0,64.0,36.0,11.0,0,0,139.0,80.0
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,383.0,0,0,0,442.0,0,428.0,225.0,209.0,0,502.0,0,0,243.0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,0,0,0,7.0,0,0,0,0,0,17.0,0,0,0
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,107.0,164.0,0,219.0,166.0,382.0,0,0,0,608.0,549.0,0,0,374.0,164.0,654.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,30.0,0
MEG_7191|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,13.0,42.0,0,0,224.0,0,0,12.0,302.0,0,0,78.0,36.0
MEG_3805|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0
MEG_4971|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,0,7.0,0,62.0,78.0,14.0,0,135.0,0,61.0,79.0,60.0,0,0,305.0,99.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,0,0,0,51.0,154.0,0,0,224.0,0,39.0,71.0,68.0,0,0,296.0,50.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,14.0,0,0,0,86.0,0,31.0,8.0,13.0,0,0,22.0,0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,26.0,61.0,0,0,0,0,0,0,0,0,0,93.0,0
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,498.0,612.0,0,1393.0,45.0,1286.0,0,0,0,2034.0,1913.0,0,0,1046.0,58.0,2011.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,0,0,0,136.0,322.0,20.0,0,348.0,0,164.0,162.0,169.0,0,0,805.0,200.0
MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,40.0,0,0,0,0,0,0,30.0,0,0,0,0,130.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,0,0,0,62.0,83.0,0,0,122.0,0,49.0,59.0,51.0,0,0,200.0,58.0
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,124.0,119.0,0,409.0,334.0,384.0,0,171.0,0,853.0,669.0,412.0,0,396.0,413.0,839.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,0,0,0,209.0,406.0,0,0,562.0,0,271.0,219.0,269.0,0,0,1229.0,400.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,0,7.0,0,57.0,69.0,0,0,111.0,0,48.0,43.0,35.0,0,0,214.0,82.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,0,0,0,0,2510.0,0,0,3403.0,0,195.0,217.0,3166.0,0,0,2773.0,357.0
MEG_2821|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,673.0,0,0,1008.0,0,0,0,1094.0,0,12.0,999.0,0
MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,0,0,0,0,27.0,0,0,0,0,8.0,0,0,0,0,0,0
MEG_6973|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,0,0,0,0,45.0,0,0,163.0,0,0,0,157.0,0,0,72.0,0
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,62.0,97.0,0,153.0,73.0,223.0,0,0,0,372.0,403.0,0,0,228.0,95.0,453.0
MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,115.0,0,0,0,204.0,0,167.0,0,0,0,273.0,0,0,0
MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.0,0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,212.0,386.0,0,0,459.0,0,203.0,216.0,191.0,0,0,1065.0,313.0
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,0
MEG_5208|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,37.0,0,0,0,57.0,0,77.0,0,0,0,68.0,0,0,0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0,0,0,115.0,235.0,0,0,307.0,0,125.0,116.0,119.0,0,0,664.0,179.0
MEG_6608|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,21.0,0,0,0,14.0,0,0,0,0
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,138.0,0,0,148.0,0,0,0,220.0,0,0,139.0,0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,0,0,0,95.0,136.0,8.0,0,224.0,0,116.0,119.0,100.0,0,8.0,393.0,134.0
MEG_2790|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,0,68.0,0,0,279.0,0,71.0,0,473.0,0,0,188.0,0
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,0,0,0,107.0,170.0,30.0,0,188.0,0,154.0,146.0,106.0,0,0,559.0,175.0
MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR,0,0,0,0,0,0,0,0,103.0,0,0,0,119.0,0,0,0
MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,137.0,134.0,0,413.0,353.0,433.0,0,209.0,0,787.0,684.0,441.0,0,405.0,452.0,764.0
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,731.0,0,0,0,0,0,1069.0,0,0,0,0,0,1495.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7248|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,0,0,0,0,55.0,0,0,204.0,0,0,23.0,307.0,0,0,77.0,42.0
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0
MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,159.0,142.0,0,368.0,520.0,487.0,0,57.0,0,871.0,733.0,151.0,0,493.0,270.0,847.0
MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0,297.0,169.0,65.0,0,77.0,0,605.0,648.0,91.0,0,17.0,209.0,703.0
MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,83.0,67.0,0,429.0,202.0,222.0,0,148.0,0,747.0,713.0,353.0,0,249.0,360.0,773.0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,54.0,0,0,163.0,0,0,44.0,56.0,0,0,155.0,0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,0,0,0,29.0,49.0,0,0,62.0,0,24.0,25.0,25.0,0,0,131.0,34.0
MEG_2815|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,77.0,0,0,126.0,0,0,0,127.0,0,0,141.0,0
MEG_3072|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,0,0,0,0,16.0,0,0,0,0,0,0,11.0,0,0,22.0,0
MEG_7056|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,15.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,0,0,0,0,0,0,0,0,0,0,15.0,19.0,0,0,40.0,20.0
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,630.0,722.0,0,466.0,190.0,1400.0,0,0,0,936.0,849.0,150.0,0,1405.0,0,1319.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,518.0,540.0,395.0,690.0,1138.0,0,609.0,1229.0,633.0,959.0,946.0,1262.0,623.0,883.0,1166.0,1004.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,33.0,0
MEG_7098|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,0,0,0,0,61.0,0,0,339.0,99.0,0,0,38.0,417.0
