gene_accession,SRR4425689,SRR4425688,SRR4425691,SRR4425695,SRR4425683,SRR4425690,SRR4425694,SRR4425684,SRR4425656,SRR4425696,SRR4425681,SRR4425685,SRR4425692,SRR4425687,SRR4425686,SRR4425682
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0,0,102.0,0,0,0,0,0,0,0,0,0,0,0
MEG_753|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0
MEG_4037|Drugs|MLS|Macrolide_phosphotransferases|MPHC,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,15.0,0
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,78.0,108.0,0,153.0,85.0,344.0,0,0,0,501.0,465.0,39.0,0,287.0,43.0,581.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,0,6.0,0,8.0,53.0,11.0,0,23.0,0,29.0,15.0,17.0,0,0,133.0,19.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,0,0,0,64.0,133.0,0,0,207.0,0,84.0,72.0,68.0,0,0,380.0,114.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,0,0,0,8.0,58.0,0,0,23.0,0,50.0,19.0,19.0,0,0,119.0,41.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,227.0,0,0,0,0,0,0,321.0,0,0,347.0,0
MEG_7120|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,94.0,0,0,0,0,0,54.0,89.0,0,0,288.0,146.0
MEG_981|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,0,10.0,0,68.0,132.0,19.0,0,146.0,0,90.0,113.0,66.0,0,0,391.0,141.0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,0,12.0,0,123.0,239.0,21.0,0,274.0,0,185.0,161.0,147.0,0,0,629.0,250.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,354.0,0,0,406.0,0,0,0,424.0,0,0,461.0,0
MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,53.0,60.0,0,352.0,351.0,224.0,0,32.0,0,887.0,875.0,121.0,0,156.0,143.0,893.0
MEG_6594|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,24.0,0,0,0,16.0,0,0,10.0,0
MEG_6588|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,16.0,0,0,0,21.0,0,0,0,0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,21.0,0
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,507.0,1031.0,601.0,0,521.0,0,0,663.0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,0,0,0,83.0,124.0,0,0,177.0,0,78.0,90.0,74.0,0,0,400.0,150.0
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,76.0,129.0,0,50.0,0,200.0,0,0,0,154.0,113.0,0,0,259.0,0,212.0
MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,105.0,181.0,0,171.0,83.0,394.0,0,0,0,494.0,539.0,0,0,301.0,88.0,579.0
MEG_7207|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,53.0,0,163.0,206.0,156.0,0,0,0,492.0,483.0,56.0,0,128.0,74.0,620.0
MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,0,0,95.0,0,0,0,126.0,0,130.0,0,0,0,156.0,0,0,0
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,0,0,0,151.0,372.0,27.0,0,372.0,0,166.0,180.0,175.0,0,0,825.0,258.0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,75.0,166.0,0,0,209.0,0,82.0,70.0,78.0,0,0,301.0,70.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,0,3.0,0,22.0,55.0,8.0,0,64.0,0,27.0,33.0,29.0,0,0,138.0,52.0
MEG_2812|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,246.0,0,0,273.0,0,0,0,335.0,0,0,355.0,0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0
MEG_3840|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,82.0,0,0,0,131.0,0,81.0,0,0,0,135.0,0,0,0
MEG_6609|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,178.0,75.0,62.0,88.0,89.0,286.0,202.0,0,153.0,192.0,157.0,40.0,203.0,316.0,90.0,192.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,515.0,644.0,0,337.0,74.0,1332.0,0,0,0,783.0,667.0,0,0,1269.0,36.0,1252.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,0,0,0,39.0,68.0,0,0,78.0,0,35.0,46.0,44.0,0,0,199.0,59.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,0,0,0,350.0,669.0,0,0,697.0,0,401.0,338.0,325.0,0,0,1730.0,439.0
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,23.0,0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0
MEG_2086|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,0,0,0,35.0,87.0,0,0,80.0,0,47.0,32.0,39.0,0,0,207.0,45.0
MEG_3591|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,0
MEG_3807|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,0,0,0,49.0,112.0,0,0,130.0,0,46.0,51.0,43.0,0,0,266.0,59.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0,0,46.0,0,31.0,0,101.0,21.0,109.0,0,0,29.0,90.0,0,16.0,0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,0,0,0,56.0,171.0,17.0,0,180.0,0,82.0,70.0,63.0,0,0,303.0,122.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,0,0,0,54.0,111.0,0,0,135.0,0,88.0,58.0,64.0,0,0,299.0,83.0
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,0,0,0,16.0,28.0,0,0,53.0,0,15.0,32.0,25.0,0,0,105.0,21.0
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,0,0,0,5.0,35.0,0,0,24.0,0,11.0,14.0,13.0,0,0,49.0,16.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,0,0,0,34.0,74.0,10.0,0,92.0,0,54.0,44.0,32.0,0,0,203.0,74.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0
MEG_7202|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,0,0,0,0,0,0,0,23.0,0,0,0,73.0,0,0,0,0
MEG_7065|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,35.0,0,0,0,0,0,0
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,207.0,173.0,0,0,388.0,0,356.0,396.0,425.0,0,0,323.0,492.0
MEG_5148|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,170.0,0,0,0,0,0,0,0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,21.0,0,0,0,19.0,0,35.0,0,0,0,38.0,0,0,0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,232.0,0,0,296.0,0,0,0,317.0,0,0,334.0,0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,0,0,0,411.0,744.0,78.0,0,814.0,0,370.0,399.0,327.0,0,0,1808.0,524.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,0,0,0,2.0,0,0,0,5.0,0,0,0,2.0,0,1.0,13.0,6.0
MEG_2855|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0
MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,194.0,169.0,0,360.0,505.0,486.0,0,53.0,0,860.0,715.0,140.0,0,472.0,283.0,843.0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,0,0,0,0,52.0,0,0,22.0,0,39.0,24.0,12.0,0,0,110.0,37.0
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,54.0,0,0,0,0,0,85.0,0,63.0,0,0
MEG_6592|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,25.0,0,0,0,24.0,0,0,0,0
MEG_7237|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,0,0,635.0,0,172.0,0,0,0,1153.0,1134.0,126.0,0,157.0,0,1295.0
MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,114.0,105.0,0,347.0,323.0,346.0,0,172.0,0,730.0,579.0,450.0,0,341.0,446.0,746.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,428.0,446.0,0,620.0,0,930.0,0,0,0,1520.0,1257.0,0,0,1135.0,0,1993.0
MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,34.0,0,0,0,26.0,0,0,10.0,0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,17.0,0,0,70.0,147.0,0,0,153.0,0,76.0,76.0,57.0,0,0,366.0,118.0
MEG_88|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,1035.0,0,0,221.0,0,0,0,428.0,0,0,718.0,0
MEG_4174|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,0,0,0,0,0,0,0,74.0,0,29.0,29.0,30.0,0,0,105.0,36.0
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,710.0,808.0,0,1138.0,837.0,1839.0,28.0,257.0,36.0,2574.0,2828.0,418.0,0,2023.0,687.0,2671.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0,15.0,0,19.0,0,71.0,12.0,0,12.0,76.0,59.0,0,11.0,61.0,0,259.0
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,89.0,0,0,57.0,0,0,0,130.0,0,0,231.0,0
MEG_8254|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,380.0,0,0,0,802.0,0,746.0,0,0,0,930.0,0,0,0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,0,11.0,0,35.0,81.0,9.0,0,131.0,0,51.0,55.0,54.0,0,0,216.0,84.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,66.0,302.0,72.0,0,178.0,0,233.0,147.0,89.0,0,0,890.0,277.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,0,0,0,80.0,151.0,25.0,0,244.0,0,119.0,119.0,89.0,0,13.0,464.0,150.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,0,0,0,10.0,25.0,0,0,29.0,0,11.0,16.0,14.0,0,0,47.0,17.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,0,0,0,24.0,464.0,0,0,615.0,0,40.0,51.0,605.0,0,0,505.0,97.0
MEG_1688|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,51.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,0,0,0,102.0,175.0,14.0,0,244.0,0,121.0,108.0,93.0,0,0,434.0,189.0
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,1191.0,0,0,0,1224.0,0,0,843.0,0
MEG_8293|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,28.0,0,0,14.0,0,0,0,14.0,0,0,21.0,0
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,870.0,28.0,0,1006.0,0,0,0,1020.0,0,48.0,976.0,0
MEG_8646|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACD,0,0,0,0,1437.0,0,0,1608.0,0,0,0,1733.0,0,0,1586.0,0
MEG_7027|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,167.0,0,0,0,0,390.0,0,0,221.0,0,366.0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,27.0,0,0,36.0,0,0,0,53.0,0,0,42.0,0
MEG_6597|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,39.0,0,0,0,20.0,0,0,0,0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,0,0,0,156.0,371.0,34.0,0,386.0,0,191.0,182.0,177.0,0,0,844.0,266.0
MEG_8248|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD1,0,0,174.0,0,0,0,262.0,0,235.0,0,0,0,304.0,0,0,0
MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,0,14.0,0,0,0,28.0,0,21.0,0,0,0,41.0,0,0,0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,0,0,0,73.0,173.0,0,0,135.0,0,132.0,121.0,109.0,0,0,575.0,210.0
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,115.0,157.0,0,79.0,145.0,394.0,0,13.0,0,139.0,363.0,13.0,0,504.0,494.0,438.0
MEG_3219|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,289.0,345.0,0,0,401.0,670.0,0,0,0,390.0,784.0,0,0,854.0,877.0,838.0
MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_30S_ribosomal_protein_S12|RPSL|RequiresSNPConfirmation,0,0,74.0,0,114.0,0,86.0,158.0,86.0,0,0,139.0,103.0,0,108.0,0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,0,0,0,139.0,506.0,65.0,0,363.0,0,492.0,336.0,230.0,0,0,1837.0,759.0
MEG_2765|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,0,25.0,0,0,18.0,0,0,0,21.0,0,0,22.0,0
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,14.0,0,0,0,0,0,73.0,77.0,0,0,0,0,109.0
MEG_1785|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,0,0,0,0,0,25.0,0,0,0,0,0,0,0,46.0,0,0
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0,0,0,0,0,0,0,41.0,0,0,0,76.0,0,0,0,0
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,6.0,0
MEG_2757|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,0,0,0,120.0,0,0,438.0,0,0,0,458.0,0,0,177.0,0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,0,0,58.0,131.0,0,0,145.0,0,90.0,81.0,79.0,0,0,329.0,105.0
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,0,0,0,151.0,337.0,0,0,402.0,0,222.0,177.0,164.0,0,0,920.0,311.0
MEG_4765|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,17.0,0,135.0,0,61.0,0,75.0,0,0,0,58.0,0,387.0,0
MEG_3621|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP,57.0,92.0,0,176.0,134.0,250.0,0,26.0,0,400.0,656.0,29.0,0,293.0,440.0,772.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,12.0,0,9.0,0,0,0,0,38.0,13.0
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,361.0,430.0,0,0,503.0,1192.0,0,176.0,0,145.0,365.0,159.0,0,1622.0,1770.0,387.0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,485.0,586.0,302.0,639.0,1006.0,804.0,541.0,965.0,518.0,881.0,824.0,819.0,588.0,793.0,1341.0,968.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,14.0,0,0,15.0,0,0,0,0,0,0,33.0,7.0
MEG_6586|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,65.0,0,0,0,38.0,0,0,20.0,0
MEG_2861|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0
MEG_4044|Drugs|MLS|Macrolide_phosphotransferases|MPHE,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,0,0,0,0,474.0,0,0,462.0,0,0,0,540.0,0,0,692.0,0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,0,18.0,0,91.0,157.0,0,0,194.0,0,98.0,77.0,62.0,0,0,422.0,119.0
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,49.0,108.0,0,129.0,56.0,248.0,0,0,0,421.0,427.0,0,0,217.0,107.0,490.0
MEG_6975|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,0,0,0,0,100.0,0,0,255.0,0,0,0,275.0,0,0,92.0,0
MEG_7171|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,0,0,368.0,39.0,130.0,0,0,0,552.0,679.0,0,0,136.0,0,656.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,0,0,0,0,0,0,7.0,0,0,0,0,0,12.0,0,0,0
MEG_8082|Drugs|MLS|23S_rRNA_methyltransferases|ERM51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,131.0,0,166.0,487.0,254.0,0,585.0,0,267.0,326.0,680.0,0,299.0,644.0,325.0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,0,0,0,74.0,102.0,0,0,210.0,0,108.0,103.0,83.0,0,0,412.0,136.0
MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX,15.0,0,0,0,0,16.0,0,0,0,24.0,0,0,0,43.0,0,45.0
MEG_2795|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,162.0,170.0,0,0,225.0,0,246.0,297.0,293.0,0,0,224.0,349.0
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0
MEG_1011|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,62.0,131.0,0,0,0,0,232.0,190.0,70.0,0,0,99.0,604.0
MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,77.0,149.0,0,0,465.0,0,151.0,230.0,572.0,0,0,330.0,185.0
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,16.0,11.0,0,610.0,241.0,146.0,0,41.0,0,971.0,954.0,86.0,0,36.0,214.0,1036.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,0,0,0,61.0,120.0,14.0,0,167.0,0,67.0,95.0,89.0,0,0,398.0,133.0
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,0,0,0,28.0,0,0,0,38.0,26.0,0,0,74.0,0,53.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,427.0,419.0,311.0,0,934.0,659.0,486.0,974.0,510.0,849.0,816.0,1006.0,510.0,778.0,881.0,883.0
MEG_4042|Drugs|MLS|Macrolide_phosphotransferases|MPHE,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0
MEG_2465|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCC,0,0,0,0,0,0,0,0,50.0,0,0,0,77.0,0,0,0
MEG_6584|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,13.0,0,0,0,22.0,0,0,11.0,0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,555.0,652.0,345.0,645.0,1298.0,901.0,531.0,1390.0,604.0,866.0,869.0,1444.0,569.0,964.0,1332.0,977.0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,63.0,61.0,0,460.0,518.0,233.0,0,52.0,0,1024.0,930.0,119.0,0,218.0,229.0,1131.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,0,0,0,50.0,108.0,0,0,94.0,0,78.0,89.0,65.0,0,0,431.0,150.0
MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,891.0,0,0,0,1161.0,0,1122.0,0,0,0,1358.0,0,0,0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,0,0,0,67.0,132.0,0,0,147.0,0,78.0,62.0,58.0,0,0,334.0,121.0
MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0,0,0,540.0,603.0,723.0,561.0,0,501.0,754.0,739.0,0,568.0,759.0,650.0,820.0
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,0,0,0,121.0,332.0,28.0,0,300.0,0,158.0,149.0,131.0,0,0,742.0,213.0
MEG_2800|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,0,23.0,0,0,217.0,0,0,0,429.0,0,0,83.0,7.0
MEG_7092|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,9.0,0,0,12.0,0,0,0,0,0,0,39.0,0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,0,0,0,53.0,111.0,13.0,0,124.0,0,71.0,66.0,45.0,0,0,282.0,87.0
MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,20.0,0,0,0,32.0,0,0,0,0
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,40.0,0,0,0,66.0,0,0,0,0
